EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,Performance Score,Current Employee Rating
2112,30-Jul-19,21-Jan-20,Production Technician I,Cristina Davis,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Technician,Exceeds,4
2113,09-Jul-20,10-Dec-22,Production Technician I,Lisa Manning,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Clerk,Exceeds,2
2114,24-Aug-19,,Production Technician II,Caitlin Stokes,NEL,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Project Manager,Exceeds,4
2115,15-Apr-19,10-May-23,Production Technician II,Kristin White,PL,Active,Contract,Zone A,Part-Time,Production       ,Billable Consultants,Engineer,Exceeds,2
2116,21-Aug-21,,Production Technician II,David Cook,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Needs Improvement,4
2117,22-Jun-20,,Production Technician II,Blake Proctor,CCDR,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Exceeds,2
2118,28-Jan-20,,Production Technician II,Sherry Le,SVG,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Eng,Coordinator,Exceeds,5
2119,29-Mar-19,,Production Technician II,Susan Smith,EW,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Foreman,Exceeds,5
2120,05-Oct-18,,Production Technician II,William Waters,MSC,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Lineman,Needs Improvement,2
2121,20-Aug-20,,Production Technician II,Angel Rhodes,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,Splicer,Exceeds,5
2122,11-Jun-21,14-Nov-22,Production Technician I,William Thomas,BPC,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Locator,Needs Improvement,5
2123,10-Sep-21,,Production Technician I,Jackie Tran,CCDR,Active,Contract,Zone B,Temporary,Production       ,Catv,Project Manager,Exceeds,2
2124,21-Feb-23,09-Jul-23,Production Technician I,Kristin Lee,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,Production       ,Wireline Construction,Laborer,Exceeds,2
2125,09-Aug-19,,Production Technician I,Sean Ayers,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Engineers,Project Manager,Exceeds,4
2126,08-Mar-21,07-Oct-22,Production Technician I,Steven Logan,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Technology / It,Helpdesk,PIP,1
2127,20-Jul-19,,Production Technician I,Pamela Davis,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Foreman,Needs Improvement,4
2128,27-Mar-23,,Production Technician I,Catherine Lane,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Needs Improvement,2
2129,07-Oct-19,,Production Technician I,Samantha Alexander,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Needs Improvement,2
2130,13-Dec-22,,Production Technician I,Jade Quinn,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Tower Hand,Needs Improvement,1
2131,06-Jun-20,12-Mar-22,Production Technician I,John Harvey,PL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Needs Improvement,4
2132,25-Apr-22,,Production Technician I,Christine Campbell,BPC,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,Technician,Needs Improvement,2
2133,28-Jul-20,,Production Technician I,Adriana Wood,CCDR,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Tower Hand,PIP,1
2134,28-Feb-22,31-May-23,Production Technician I,Vanessa Garcia,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Exceeds,2
2135,25-Oct-21,18-Feb-23,Production Technician I,Shaun Barr,EW,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Technician,Exceeds,2
2136,12-Sep-18,11-Jul-20,Production Technician I,Elizabeth Ray,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Underground,Labor,Exceeds,1
2137,31-Dec-22,15-Jan-23,Production Technician II,Joseph Guerra,CCDR,Future Start,Contract,Zone B,Full-Time,Production       ,General - Con,Laborer,Exceeds,5
2138,04-Nov-21,10-Jun-23,Production Technician II,Charles Castillo,EW,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Evp,Exceeds,2
2139,05-May-20,,Production Technician II,Laura Fernandez,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,Laborer,Exceeds,2
2140,08-Dec-20,,Production Technician II,Christine Bryant,NEL,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Supervisor,Exceeds,2
2141,29-Sep-18,20-May-23,Production Technician II,Andrea Simmons,PL,Active,Contract,Zone C,Full-Time,Production       ,Aerial,Foreman,Exceeds,2
2142,09-Jan-20,02-Nov-20,Production Technician II,Jill Hubbard,PYZ,Active,Contract,Zone A,Temporary,Production       ,Engineers,Engineer,Exceeds,2
2143,01-Jul-20,31-Oct-22,Production Technician II,Jessica Morales,SVG,Future Start,Contract,Zone A,Temporary,Production       ,Yard (Material Handling),Coordinator,Exceeds,1
2144,25-Aug-22,,Production Technician II,Matthew Valdez,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Exceeds,2
2145,27-Feb-19,,Production Technician II,Alex Price,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Coordinator,Exceeds,1
2146,25-Dec-19,04-Jun-23,Production Technician I,Jerry Peters,MSC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Splicing,Model Assistant,Exceeds,2
2147,14-Aug-20,27-Oct-21,Production Technician I,Jessica Myers,NEL,Active,Contract,Zone B,Temporary,Production       ,Aerial,Lineman,Exceeds,4
2148,30-Jul-21,,Production Technician I,Andrea Morales,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Splicing,Splicer,Exceeds,5
2149,02-May-21,27-Jun-23,Production Technician I,Charles Williams,PYZ,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,Coordinator,Exceeds,5
2150,21-Jan-23,29-Mar-23,Production Technician I,Eric Rivera,SVG,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,Splicer,Exceeds,5
2151,20-Jan-21,27-Jun-23,Production Technician I,Jimmy Watkins,TNS,Active,Contract,Zone B,Temporary,Production       ,Fielders,Engineer,Exceeds,1
2152,07-Oct-20,,Production Technician I,Keith Odonnell,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Engineers,Project Manager,Exceeds,2
2153,15-Jun-19,,Production Technician I,Isaiah Giles,BPC,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Model Assistant,Exceeds,4
2154,28-Apr-22,,Production Technician I,Steven Mccarthy,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Driller,Exceeds,4
2155,29-Jun-19,19-Feb-23,Production Technician I,Jesse Montoya,EW,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,Finance & Accounting,Coordinator,Exceeds,4
2156,11-Sep-18,14-Mar-20,Production Technician I,Melissa Glass,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Executive,Manager,Exceeds,3
2157,15-May-20,22-Dec-21,Production Technician I,Heather Swanson,NEL,Active,Contract,Zone A,Full-Time,Production       ,General - Sga,Assistant,Exceeds,4
2158,23-Feb-23,,Production Technician I,Scott Baker,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Exceeds,3
2159,23-Mar-21,22-Mar-22,Production Technician I,James Medina,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,Lineman,Exceeds,5
2160,07-Nov-22,06-Apr-23,Production Technician I,Tyler Sexton,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Laborer,Exceeds,3
2161,19-May-21,,Production Technician I,Karen Frank,TNS,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,Engineer,Exceeds,3
2162,02-Jan-21,,Production Technician II,Emily Mills,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,Project Manager,Exceeds,3
2163,26-Mar-19,,Production Technician II,Anna Garcia,NEL,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,Lineman,Exceeds,1
2164,28-Sep-20,,Production Technician II,Jennifer Moore,PL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Eng,Technician,Exceeds,3
2165,16-Mar-19,26-Apr-20,Production Technician II,Tracey Cox,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Laborer,Exceeds,3
2166,20-Mar-19,,Production Technician II,Michelle Kennedy,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Operator,Exceeds,3
2167,30-Dec-18,10-Aug-20,Production Technician II,Theresa Olson,SVG,Future Start,Part-Time,Zone B,Temporary,Production       ,Technology / It,Administrator,Exceeds,3
2168,08-Aug-18,,Production Technician II,Denise Roach,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Technician,Exceeds,3
2169,04-Jul-20,11-May-22,Production Technician II,Sarah Harrison,MSC,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Flagger,Exceeds,3
2170,29-Jan-23,,Production Technician I,Shawn Prince,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Billing,Exceeds,3
2171,09-Aug-21,27-May-22,Production Technician I,Nicholas Ho,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,Executive,Executive Assistant,Exceeds,3
2172,16-May-21,30-Jun-23,Production Technician I,Jennifer Collins,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Exceeds,3
2173,14-Aug-21,08-Oct-21,Production Technician I,Ryan Armstrong,SVG,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,Engineers,Engineer,Exceeds,3
2174,08-Feb-22,,Production Technician I,Mark Moore,EW,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Coordinator,Exceeds,3
2175,16-Dec-19,21-Jun-20,Production Technician I,Julia Mitchell,MSC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Technician,Exceeds,2
2176,07-Oct-21,,Production Technician I,Theresa Welch,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Exceeds,2
2177,23-Dec-20,,Production Technician I,Nicholas Robertson,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,Supervisor,PIP,4
2178,01-Nov-22,,Production Technician I,Amy Hinton,WBL,Active,Contract,Zone B,Part-Time,Production       ,Fielders,Engineer,PIP,4
2179,28-Oct-22,27-May-23,Production Technician I,Christopher Gardner,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Project Management - Con,Supervisor,PIP,4
2180,03-Nov-18,03-May-23,Production Technician I,Elizabeth Koch,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Technician,PIP,5
2181,05-Mar-19,16-Mar-20,Production Technician I,Nathaniel Harvey,BPC,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Foreman,PIP,5
2182,14-Mar-21,,Production Technician I,Sharon Thompson,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,General - Eng,Engineer,Exceeds,4
2183,13-Dec-18,,Production Technician I,Vickie Garrett,SVG,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,Manager,Exceeds,5
2184,05-Sep-21,31-Mar-23,Production Technician I,Jeremy Ritter,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,Laborer,Exceeds,2
2185,17-May-20,18-Feb-22,Production Technician II,Todd Henson,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Production       ,Aerial,Groundman,Exceeds,5
2186,03-Mar-23,23-Mar-23,Production Technician II,Nathan Bush,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Technician,Exceeds,1
2187,28-Feb-20,,Production Technician II,Erica Wilson,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,Program Manager,Exceeds,5
2188,11-Feb-21,28-Jun-23,Production Technician II,Patrick Garner,BPC,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Exceeds,2
2189,25-Jan-19,,Production Technician II,Daniel Mullins,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),Shop,Needs Improvement,5
2190,25-Apr-23,15-Jun-23,Production Technician II,Steven Kennedy,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Laborer,Needs Improvement,5
2191,14-Feb-21,19-Apr-23,Production Technician II,Joshua Nguyen,EW,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Engineer,Needs Improvement,5
2192,07-Oct-20,18-Jan-23,Production Technician II,Robert Wallace,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Administration,Needs Improvement,1
2193,28-Feb-19,01-Jun-23,Production Technician I,Carol Ingram,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Needs Improvement,4
2194,27-Jul-19,,Production Technician I,Deanna Diaz,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Needs Improvement,2
2195,02-Jun-23,07-Jul-23,Production Technician I,Traci Dillon,BPC,Active,Contract,Zone C,Part-Time,Production       ,Underground,Laborer,Needs Improvement,2
2196,14-Nov-22,04-Jan-23,Production Technician I,Steven Valdez,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Underground,Operator,Needs Improvement,5
2197,22-Aug-18,10-Nov-21,Production Technician I,Tamara Humphrey,SVG,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Operator,Needs Improvement,4
2198,15-Dec-22,29-Dec-22,Production Technician I,Joseph Bell,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Driver,Exceeds,1
2199,31-May-20,,Production Technician I,Catherine Spencer,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Manager,Exceeds,4
2200,19-Jul-22,,Production Technician I,Raven Jackson,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Exceeds,4
2201,01-Jul-20,,Production Technician I,Linda Mills,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Technician,Exceeds,2
2202,18-Nov-20,,Production Technician I,Sandra Hawkins,WBL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,Project Manager,Exceeds,4
2203,29-Feb-20,20-May-21,Production Technician I,Richard Jones,NEL,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,Technician,Exceeds,1
2204,24-Sep-21,28-Jan-22,Production Technician I,Lee Crawford,PL,Active,Part-Time,Zone B,Part-Time,Production       ,Shop (Fleet),Supervisor,Needs Improvement,2
2205,13-Apr-22,30-Jul-23,Production Technician I,Jason Boyd,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,Administrator,Needs Improvement,4
2206,25-Oct-22,,Production Technician I,Tracey Scott,CCDR,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Tower Hand,Needs Improvement,5
2207,27-Jan-21,,Production Technician I,Juan Owens,SVG,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Welder,Needs Improvement,5
2208,21-Sep-18,,IT Support,Keith Fisher,WBL,Active,Full-Time,Zone B,Full-Time,IT/IS,Fielders,Technician,Needs Improvement,5
2209,14-Apr-20,,IT Support,Aaron Ramos,PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,Groundman,Needs Improvement,5
2210,31-May-21,31-Oct-22,IT Support,Kimberly Frazier,PL,Active,Part-Time,Zone C,Temporary,IT/IS,Wireline Construction,Vp,Exceeds,4
2211,10-Apr-20,,IT Support,Matthew Wood,WBL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,Administrator,Exceeds,5
2212,03-Jul-22,22-Mar-23,IT Support,Amber Hoffman,MSC,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,Cfo,Exceeds,1
2213,15-Mar-23,10-May-23,IT Support,David Kennedy,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Shop (Fleet),Shop,Exceeds,5
2214,29-Jul-21,12-Aug-22,IT Support,Amber Johnson,CCDR,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,Tower Hand,Exceeds,4
2215,05-Feb-22,13-Jan-23,IT Support,Susan Kelly,BPC,Active,Contract,Zone B,Temporary,IT/IS,Engineers,Engineer,Exceeds,1
2216,09-Nov-22,,IT Manager - Support,Lynn Fry,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,Technician,Exceeds,1
2217,23-Nov-20,14-Dec-20,IT Manager - Infra,Donna Brown,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,People Services,Director,Exceeds,4
2218,21-Feb-19,21-Oct-22,IT Manager - DB,Jacob Christian,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,Foreman,Exceeds,4
2219,25-Sep-22,06-May-23,IT Support,Lance Torres,SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,Laborer,Exceeds,5
2220,17-Sep-22,,IT Support,Charles Johnson,EW,Active,Contract,Zone B,Temporary,IT/IS,General - Eng,Engineer,Exceeds,4
2221,31-May-19,,IT Support,Megan Walker,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,Laborer,Exceeds,4
2222,21-Jul-20,18-Aug-21,IT Support,Scott Thomas,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Wireline Construction,Laborer,Exceeds,4
2223,04-Jul-20,,IT Manager - Support,Jason Smith,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Executive,Vp,Exceeds,2
2224,13-Oct-20,,IT Manager - Infra,Eric Clay,CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Wireline Construction,Groundman,Exceeds,4
2225,01-May-23,,IT Manager - DB,Kimberly Rosales,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Engineers,Project Manager,Exceeds,2
2226,22-Mar-19,17-Jun-21,IT Support,Daniel Blake,SVG,Active,Contract,Zone A,Full-Time,IT/IS,General - Eng,Administrative,Exceeds,1
2227,27-Dec-21,,IT Support,Timothy Young,EW,Active,Contract,Zone B,Full-Time,IT/IS,Aerial,Lineman,Needs Improvement,5
2228,12-Aug-18,13-Jun-22,IT Support,Michael Webb,MSC,Active,Part-Time,Zone B,Part-Time,IT/IS,Wireless,Laborer,PIP,4
2229,28-Dec-22,,IT Support,Mitchell Wilson,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Underground,Laborer,PIP,4
2230,25-Nov-18,,IT Manager - Support,Jose Rivera,PYZ,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,Supervisor,Fully Meets,2
2231,26-Dec-20,,IT Manager - Infra,Joshua Maxwell,WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,Laborer,Fully Meets,2
2232,16-Dec-22,,IT Manager - DB,Whitney Small,NEL,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,Engineer,Fully Meets,5
2233,27-Sep-19,,IT Support,Wendy Khan,MSC,Active,Contract,Zone B,Full-Time,IT/IS,Splicing,Lineman,Fully Meets,1
2234,20-Feb-21,09-Jan-22,IT Support,William Phillips,EW,Active,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,Laborer,Fully Meets,2
