title,author,date
Spain’s Indra teams up with balloon operator and launch startup Zero2Infinity,Caleb Henry,"January 31, 2018"
"A space corps in the U.S. military a ‘no brainer,’ says former astronaut",Sandra Erwin,"January 31, 2018"
Akash Systems raises $3.1 million to build its own line of energy-efficient cubesats,Debra Werner,"January 31, 2018"
"OneWeb spars with SpaceX, Boeing, SES and Space Norway over FCC coverage rule",Caleb Henry,"January 31, 2018"
New companies needed to maintain small satellite market growth,Jeff Foust,"January 31, 2018"
The James Webb Space Telescope finally takes shape,Jeff Foust,"January 31, 2018"
CASIS focuses on near-term ISS utilization despite long-term uncertainty,Jeff Foust,"January 30, 2018"
Sigfox’s CTO on where satellite fits in an IoT-only network,Caleb Henry,"January 30, 2018"
Senior military official: Space secrets becoming harder to keep,Sandra Erwin,"January 30, 2018"
Lockheed Martin space sales growth lags,Jeff Foust,"January 30, 2018"
Quika promises (mostly) free satellite broadband service,Caleb Henry,"January 29, 2018"
National space defense center moved to full-time status,Sandra Erwin,"January 28, 2018"
SpaceX sets first Falcon Heavy launch for Feb. 6,Jeff Foust,"January 27, 2018"
Former astronaut nominated to run U.S. Geological Survey,Jeff Foust,"January 27, 2018"
Jury awards Intuitive Machines $4.1 million in cash and Moon Express equity,Debra Werner,"January 26, 2018"
Boeing satellite workers keeping busy with commercial orders while awaiting defense work,Caleb Henry,"January 26, 2018"
"Satellites placed into incorrect orbits by Ariane 5 can be recovered, owners say",Caleb Henry,"January 26, 2018"
"Potential end of the ISS raises concerns, presents opportunities",Jeff Foust,"January 26, 2018"
Ariane 5 delivers SES-14 and Al Yah 3 to orbit despite telemetry loss,Caleb Henry,"January 25, 2018"
"Air combat commander: We depend on space systems, and we train to fight without them",Sandra Erwin,"January 25, 2018"
X Prize teams plan to keep shooting for the moon,Jeff Foust,"January 25, 2018"
SpaceX conducts Falcon Heavy static fire test,Jeff Foust,"January 24, 2018"
Solar panel suppliers adjust to GEO satellite slowdown,Caleb Henry,"January 24, 2018"
"To stay competitive in the launch business, ULA courts commercial customers",Sandra Erwin,"January 24, 2018"
Analysts: U.S. nuclear modernization plan under-invests in cybersecurity,Sandra Erwin,"January 23, 2018"
SN Military.Space | HASC chairman blasts Congress for ‘immoral’ funding process,Sandra Erwin,"January 23, 2018"
Eutelsat CEO joins Netflix board of directors,Caleb Henry,"January 23, 2018"
Google Lunar X Prize to end without winner,Jeff Foust,"January 23, 2018"
"Telenor Satellite eyes even split between broadcast, connectivity businesses",Caleb Henry,"January 23, 2018"
Rocket Lab launch also tested new kick stage,Jeff Foust,"January 23, 2018"
Brief shutdown offers warning of impacts to government and commercial space,Jeff Foust,"January 22, 2018"
A changing of the guard in NASA’s hunt for exoplanets,Jeff Foust,"January 22, 2018"
Space industry hit hard by military spending downturn,Sandra Erwin,"January 22, 2018"
Kepler’s first satellite hitched ride on last week’s Long March 11 launch,Caleb Henry,"January 22, 2018"
"SpaceX, Iridium set March 18 launch date for fifth Iridium Next mission",Caleb Henry,"January 22, 2018"
Rocket Lab Electron reaches orbit on second launch,Jeff Foust,"January 20, 2018"
Air Force missile-warning command center makes contact with new SBIRS satellite,Sandra Erwin,"January 20, 2018"
NASA shutdown plans follow familiar script,Jeff Foust,"January 20, 2018"
NASA 2019 budget expected to include lunar exploration program details,Jeff Foust,"January 19, 2018"
California legislators move forward bill to create California Aerospace Commission,Debra Werner,"January 19, 2018"
Pentagon space posture: Don’t even try to mess with us,Sandra Erwin,"January 19, 2018"
Finnish president signs space act as country’s first commercial SAR microsatellite launched,Jarosław Adamowski,"January 19, 2018"
Lawmakers advance plan for California Aerospace and Aviation Commission,Debra Werner,"January 19, 2018"
Senate committee advances NASA and NOAA nominations again,Jeff Foust,"January 18, 2018"
Deputy Defense Secretary Shanahan to take over duties of principal space adviser,Sandra Erwin,"January 18, 2018"
Pentagon nominee Griffin promises stronger DoD leadership in advancing technology,Sandra Erwin,"January 18, 2018"
Gettingthe cloud above the clouds(and survivinga dry spell),Caleb Henry,"January 18, 2018"
"News Analysis | Russia sneers at Trump’s moon directive, but misses the point",Matthew Bodner,"January 17, 2018"
SpaceX and customers defend Falcon 9 performance after Zuma mission,Jeff Foust,"January 17, 2018"
New national defense strategy to shed light on Pentagon’s thinking about war in space,Sandra Erwin,"January 17, 2018"
GAO warns of further delays in certifying commercial crew vehicles,Jeff Foust,"January 17, 2018"
SN Military.Space | Government shutdown watch – Senate to hear from key DoD nominees – New SBIRS satellite set for liftoff,Sandra Erwin,"January 17, 2018"
Effective Space signs first contract for satellite life extension services,Jeff Foust,"January 17, 2018"
Air Force to create three-star ‘vice commander’ post to manage space activities,Sandra Erwin,"January 16, 2018"
GomSpace taps Virgin Orbit to launch nanosatellites for tracking ships and planes,Caleb Henry,"January 16, 2018"
Ariane 5 down to two dozen launches before Ariane 6 takes over,Caleb Henry,"January 16, 2018"
New MDA president seeks opportunities to grow Canadian space business,Jeff Foust,"January 16, 2018"
New U.S. missile-warning satellite set for launch at Cape Canaveral,Sandra Erwin,"January 15, 2018"
Air Force launches new project to update missile-warning ground software,Sandra Erwin,"January 15, 2018"
PSLV launch a milestone for India and several companies,Jeff Foust,"January 15, 2018"
Cambodia to buy Chinese satellite as relations tighten on Belt and Road Initiative,Caleb Henry,"January 12, 2018"
Safety panel raises concerns about Falcon 9 pressure vessel for commercial crew missions,Jeff Foust,"January 12, 2018"
SpaceShipTwo performs glide flight in advance of powered tests,Jeff Foust,"January 12, 2018"
ISRO launches PSLV return to flight mission with 31 satellites,Jeff Foust,"January 12, 2018"
Rocket Lab sets new window for second Electron launch,Jeff Foust,"January 12, 2018"
"Pentagon shuts down questions about Zuma, and raises more questions",Sandra Erwin,"January 11, 2018"
Air Force to bolster weather capabilities with small satellites and sensors,Debra Werner,"January 11, 2018"
SpaceX delays commercial crew test flights to latter half of 2018,Jeff Foust,"January 11, 2018"
NOAA’s future constellation: large and small satellites in variety of orbits,Debra Werner,"January 11, 2018"
NASA renames Swift mission after astronomer Neil Gehrels,Jeff Foust,"January 11, 2018"
Spain’s PLD Space receives $2.4 million grant for smallsat launchers,Caleb Henry,"January 10, 2018"
Aerospace Corp. warns of terrestrial interference with critical satellite services,Debra Werner,"January 10, 2018"
NOAA could slash future communications costs if commercial services pan out,Debra Werner,"January 10, 2018"
"In space and cyber, China is closing in on the United States",Sandra Erwin,"January 10, 2018"
Spire Global is expanding cubesat constellation to offer persistent global view,Debra Werner,"January 10, 2018"
Scientists and engineers push for servicing and assembly of future space observatories,Jeff Foust,"January 10, 2018"
"Air Force looks to companies, international partners in quest to improve space weather forecasting",Debra Werner,"January 9, 2018"
Camera focus shift won’t affect TESS mission,Jeff Foust,"January 9, 2018"
SN Military.Space | What happened to Zuma? – Budget standoff continues – Big week for Orbital ATK,Sandra Erwin,"January 9, 2018"
On National Security | Cloud of uncertainty over military space programs,Sandra Erwin,"January 9, 2018"
NOAA prepares GOES-S for launch as Lockheed Martin builds successors,Debra Werner,"January 9, 2018"
Boeing investigating antenna glitch on ViaSat-2 satellite,Caleb Henry,"January 9, 2018"
NASA prepares to buy Earth science data from small satellite constellations,Debra Werner,"January 9, 2018"
NASA plans to have WFIRST reviews complete by April,Jeff Foust,"January 9, 2018"
White House resubmits NASA and NOAA nominations,Jeff Foust,"January 9, 2018"
NOAA updates its weather constellation and retires an old workhorse,Debra Werner,"January 8, 2018"
NOAA sees great promise and challenges in using data from small satellite constellations,Debra Werner,"January 8, 2018"
Intelsat begins Galaxy fleet refresh with Orbital ATK satellite order,Caleb Henry,"January 8, 2018"
AMS meeting investigates roles for commercial and small satellites in weather forecasting,Debra Werner,"January 8, 2018"
Astronomers meet amid questions about the status of NASA flagship missions,Jeff Foust,"January 8, 2018"
"France, Germany studying reusability with a subscale flyback booster",Caleb Henry,"January 8, 2018"
SpaceX launches classified payload to kick off busy year,Jeff Foust,"January 7, 2018"
Sierra Nevada clears Dream Chaser test milestone,Jeff Foust,"January 5, 2018"
Morocco satellite launch could accelerate Spanish space efforts,Jarosław Adamowski,"January 5, 2018"
Air Force Secretary Wilson: ‘We are too hard to work with’,Sandra Erwin,"January 5, 2018"
Earth science decadal report recommends mix of large and small missions,Jeff Foust,"January 5, 2018"
What happened to the 2007 Earth science decadal survey missions?,Debra Werner,"January 5, 2018"
NASA science hosted payload ready for launch,Jeff Foust,"January 5, 2018"
SpaceX targeting late January for Falcon Heavy debut,Jeff Foust,"January 4, 2018"
Orbital ATK lands second Intelsat satellite servicing deal,Sandra Erwin,"January 4, 2018"
ArianeGroup stands up GEOTracker service to watch geostationary arc,Caleb Henry,"January 4, 2018"
NASA streamlines management requirements for some science missions,Jeff Foust,"January 3, 2018"
Air Force acquisition nominee a champion of commercial technology,Sandra Erwin,"January 3, 2018"
Report calls for ISS research transition plan and use of alternative platforms,Jeff Foust,"January 2, 2018"
"Sorry sci-fi fans, real wars in space not the stuff of Hollywood",Sandra Erwin,"January 2, 2018"
World View sees strong interest in stratospheric balloons despite test incident,Jeff Foust,"January 2, 2018"
Angosat-1 communications restored after post-launch glitch,Caleb Henry,"December 29, 2017"
2018 a big year of transition for military space,Sandra Erwin,"December 28, 2017"
"Avio expanding Vega launch abilities, mulls “light” mini-variant",Caleb Henry,"December 28, 2017"
Avanti tallies $114.1 million in impairment charges for Hylas-1 and 2 satellites,Caleb Henry,"December 27, 2017"
NASA willing to consider flying researchers on commercial suborbital vehicles,Jeff Foust,"December 27, 2017"
"Contact lost with Angosat-1, manufacturer says",Caleb Henry,"December 27, 2017"
Military launch quality issues flagged by DoD watchdog,Sandra Erwin,"December 27, 2017"
Zenit rocket launches Angola’s long-awaited first satellite,Caleb Henry,"December 27, 2017"
Swedish company to acquire cubesat manufacturer Clyde Space,Jeff Foust,"December 23, 2017"
SpaceX concludes 2017 with fourth Iridium Next launch,Caleb Henry,"December 22, 2017"
Copernicus DIAS is biggest ESA contract for Poland to date,Tereza Pultarova,"December 22, 2017"
ViaSat bags $350 million defense contract,Caleb Henry,"December 22, 2017"
UrtheCast and South Korea’s SI Imaging Service ink distribution agreement,Caleb Henry,"December 21, 2017"
ABS picks Jim Simpson as CEO,Caleb Henry,"December 21, 2017"
New report slams idea of a missile defense shield in space,Sandra Erwin,"December 21, 2017"
Top HASC Democrat warns tax bill effectively kills a military buildup,Sandra Erwin,"December 20, 2017"
NASA selects comet and Titan missions as New Frontiers finalists,Jeff Foust,"December 20, 2017"
Former Thuraya CEO leaves OneWeb for Intelsat,Caleb Henry,"December 20, 2017"
What is Mondaloy and why should you care?,Debra Werner,"December 20, 2017"
SpaceX to skip first stage landing for upcoming Iridium launch,Jeff Foust,"December 20, 2017"
Italy’s Sitael gets Platino contract for Vega-optimised small satellites,Caleb Henry,"December 19, 2017"
SpaceX takes top honors in SpaceNews Awards for Excellence & Innovation,SpaceNews Staff,"December 19, 2017"
Senate committee blocks controversial Ex-Im Bank chairman nominee,Jeff Foust,"December 19, 2017"
Blue Origin a year away from crewed New Shepard flights,Jeff Foust,"December 19, 2017"
Virgin Galactic signs SpaceShipTwo research flight deal with Italian space agency,Jeff Foust,"December 19, 2017"
"Some good news for GPS 3, but trouble looms",Sandra Erwin,"December 19, 2017"
